,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5236,569242715759779840,negative,1.0,Late Flight,0.6605,Southwest,,tbuccheri,,0,"@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..",,2015-02-21 13:10:14 -0800,,Central Time (US & Canada)
742,570106249024446464,neutral,0.6759999999999999,,0.0,United,,fairplay500,,0,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL","[0.0, 0.0]",2015-02-23 22:21:36 -0800,Huntsville AL USA,Central Time (US & Canada)
2132,569346420139905024,negative,1.0,Customer Service Issue,1.0,United,,ambersings,,0,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,,2015-02-21 20:02:19 -0800,New York,Pacific Time (US & Canada)
7427,569617259548708864,negative,1.0,Bad Flight,1.0,Delta,,AdamJBerry,,0,"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA✈️BOS",,2015-02-22 13:58:32 -0800,Provincetown Ma,Eastern Time (US & Canada)
11355,568174802059464705,negative,1.0,Customer Service Issue,1.0,US Airways,,Twinscream1,,0,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks,,2015-02-18 14:26:43 -0800,,
6090,568258896038506496,positive,1.0,,,Southwest,,travisgasper,,0,Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,,2015-02-18 20:00:53 -0800,"Dallas, TX",Central Time (US & Canada)
11723,567797906977083392,negative,1.0,Customer Service Issue,1.0,US Airways,,DropMeAnywhere,,0,@USAirways I'm traveling around the world until the end of the year. 800 numbers do me no good.,"[0.0, 0.0]",2015-02-17 13:29:04 -0800,"Here, There and Everywhere",Arizona
7617,569503983623999488,negative,1.0,Customer Service Issue,1.0,Delta,,JohnFMacky,,0,@JetBlue you want me to talk to the wall?,,2015-02-22 06:28:25 -0800,,Eastern Time (US & Canada)
2842,568873031428415489,negative,1.0,Late Flight,1.0,United,,ssapol5722,,0,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,,2015-02-20 12:41:14 -0800,New Jersey,Quito
11049,568569646389067776,negative,1.0,Flight Booking Problems,1.0,US Airways,,I_Am_ErikaG,,0,"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th.",,2015-02-19 16:35:41 -0800,"On my phone, USA",Mountain Time (US & Canada)
4140,567806898549051392,negative,1.0,Cancelled Flight,0.6442,United,,CanadianCowgirl,,0,@united yes still need assistance I don't have a flight home due to change in flight u made I miss all connections !,,2015-02-17 14:04:48 -0800,Nova Scotia,Eastern Time (US & Canada)
12511,570136706877272064,negative,1.0,Customer Service Issue,0.6872,American,,TinaHovsepian,,0,@AmericanAir I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.,,2015-02-24 00:22:38 -0800,North Hollywood,
6071,568305064529408000,neutral,0.732,,,Southwest,,royvergara,,0,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,,2015-02-18 23:04:20 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
9153,570108377029685248,negative,1.0,Late Flight,0.6405,US Airways,,jakenemmasmom,,0,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,,2015-02-23 22:30:03 -0800,,
6173,568161313274404864,neutral,1.0,,,Southwest,,Rickonia,,0,@SouthwestAir yall still fly in the cold right?,,2015-02-18 13:33:07 -0800,Zamunda ,Pacific Time (US & Canada)
3058,568760315569053696,negative,1.0,longlines,0.6677,United,,CeC,,0,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.,,2015-02-20 05:13:20 -0800,Naperville,Paris
13268,569900705852608513,negative,1.0,Customer Service Issue,1.0,American,,tranpham18,,0,@AmericanAir still no response from AA. great job guys!,,2015-02-23 08:44:51 -0800,New York City,Eastern Time (US & Canada)
8041,568843160224452608,positive,0.6701,,0.0,Delta,,s_m_i,,5,This is so smart it makes me angry MT @JetBlue: We’ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe,,2015-02-20 10:42:32 -0800,,Eastern Time (US & Canada)
453,567893201719156736,positive,0.6559,,,Virgin America,,KallysAlbertSr,,0,@VirginAmerica That's classy.,,2015-02-17 19:47:44 -0800,USA,
963,569988297633583104,negative,1.0,Customer Service Issue,1.0,United,,KelliZink,,0,@united this is atrocious customer service.,,2015-02-23 14:32:54 -0800,Chicago & traveling the world,Central Time (US & Canada)
5655,568830255282040832,neutral,1.0,,,Southwest,,leavenodoubt131,,0,@SouthwestAir  I will dm you now,,2015-02-20 09:51:15 -0800,,Tijuana
732,570115243747074048,neutral,1.0,,,United,,xRaeCatherine,,0,@united I would like to know what's going on before his current flight lands.,,2015-02-23 22:57:20 -0800,,
4488,570210411926016001,neutral,0.6743,,0.0,Southwest,,michaelpscott37,,0,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,,2015-02-24 05:15:30 -0800,Florida ,
10622,569117360965193728,negative,1.0,Flight Booking Problems,0.6714,US Airways,,shaun_g,,0,@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail,,2015-02-21 04:52:07 -0800,Nairobi,Nairobi
1898,569529789100507136,negative,1.0,Cancelled Flight,0.3503,United,,czamkoff,,0,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,,2015-02-22 08:10:57 -0800,,
11763,567775776582672384,negative,1.0,Cancelled Flight,0.6839,US Airways,,CGrescueswimmer,,0,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",,2015-02-17 12:01:08 -0800,"St. Louis, MO",Central Time (US & Canada)
9386,569959975566467072,negative,1.0,Customer Service Issue,1.0,US Airways,,ElmiraBudMan,,0,@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready,,2015-02-23 12:40:22 -0800,Does it really matter,
3172,568615916730056704,negative,0.6908,Flight Attendant Complaints,0.3477,United,,SupaZ22,,0,@united it is cool. Your customer told me they didn't care either. It is expected,"[37.6209902, -122.3867265]",2015-02-19 19:39:33 -0800,"Chicago, Illinois.",Eastern Time (US & Canada)
12245,570253859412529152,positive,0.6802,,,American,,DarknesProdigy,,0,@AmericanAir oh it's nothing my issue was already resolved and I am in the air,,2015-02-24 08:08:09 -0800,"Pirate Isle, Arcadia",Eastern Time (US & Canada)
5343,569179631409958912,negative,1.0,Customer Service Issue,1.0,Southwest,,dan_humboldt,,0,@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice,,2015-02-21 08:59:33 -0800,,
12293,570240764812378112,positive,1.0,,,American,,Lauren_Nann,,0,@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,"[41.06938783, -73.73394372]",2015-02-24 07:16:07 -0800,"Harrison, New York",Eastern Time (US & Canada)
8974,570307011981783040,positive,1.0,,,US Airways,,noelzucchero,,0,@USAirways we were moved to a delta direct. Thank you for the accommodations!,,2015-02-24 11:39:22 -0800,,Eastern Time (US & Canada)
5914,568491160056045568,neutral,0.6507,,,Southwest,,jaysonsperling,,0,"@SouthwestAir Don't worry, you will! :-)",,2015-02-19 11:23:49 -0800,"Denver, CO. USA",Pacific Time (US & Canada)
1798,569580197709783040,negative,1.0,Bad Flight,1.0,United,,hellmann_kyle2,,0,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",,2015-02-22 11:31:16 -0800,Michigan,
6045,568418531777355776,negative,1.0,Late Flight,1.0,Southwest,,iammmadeux,,0,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,,2015-02-19 06:35:13 -0800,CT,Eastern Time (US & Canada)
14386,569622568459636736,negative,1.0,Customer Service Issue,0.6398,American,,SchrierCar,,0,@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,,2015-02-22 14:19:38 -0800,,
9668,569734821091487744,negative,1.0,Customer Service Issue,1.0,US Airways,,lminboston,,0,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,,2015-02-22 21:45:41 -0800,,
10340,569361961487478785,negative,1.0,Late Flight,0.66,US Airways,,OP_Rahul,,0,@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,,2015-02-21 21:04:04 -0800,"Ocean View, Hawaii",
4350,570293527982301184,positive,0.7004,,,Southwest,,PiersonStone,,0,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!",,2015-02-24 10:45:47 -0800,,Central Time (US & Canada)
9609,569827255653941248,negative,1.0,Lost Luggage,0.6669,US Airways,,Keri_Everhart,,0,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf,,2015-02-23 03:52:59 -0800,"NC, USA",Eastern Time (US & Canada)
14117,569664668010225664,negative,0.6701,Late Flight,0.3849,American,,smb510,,0,"@AmericanAir 719. Looks like we are about to get going, finally!",,2015-02-22 17:06:55 -0800,Far From Home,Eastern Time (US & Canada)
10170,569508277026983937,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,SamanthaKayeA,,0,@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.,,2015-02-22 06:45:28 -0800,"Cincinnati, OH",Eastern Time (US & Canada)
14470,569611217301450752,negative,1.0,Can't Tell,0.3555,American,,raseay,,0,@AmericanAir that's quite an impressive list of fees!,,2015-02-22 13:34:31 -0800,"Oxford, MS",Central Time (US & Canada)
12224,570258597180940288,neutral,1.0,,,American,,laurmar737,,0,@AmericanAir I'm sure all these birds will be in warmer weather soon.,,2015-02-24 08:26:59 -0800,"San Diego, CA",
3036,568786206932250624,positive,1.0,,,United,,Gouwerijn,,0,@united thnx ^LO :-),,2015-02-20 06:56:13 -0800,Alphen aan den Rijn,Amsterdam
11659,567842647739654144,negative,1.0,Customer Service Issue,1.0,US Airways,,Ltos5363,,0,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune,,2015-02-17 16:26:51 -0800,"South Shore, MA",Eastern Time (US & Canada)
8335,568474960097878016,negative,1.0,Flight Attendant Complaints,0.6809,Delta,,NY_US,,0,@JetBlue it's noting about me i m perfectly fine it's the attitude and dealings with flyers. Stubborn. Demanding. Unwilling to accommodate.,,2015-02-19 10:19:26 -0800,NY NY,
9474,569917692758630400,negative,1.0,Customer Service Issue,1.0,US Airways,,UrbanPranaYoga,,0,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,,2015-02-23 09:52:21 -0800,"Pittsburgh, PA",
12244,570253919697244160,negative,1.0,Late Flight,1.0,American,,skogsbergh,,0,@AmericanAir The flight was delayed 5 times. Spent almost 40min on the tarmac. I'll reconsider my future flight options.,,2015-02-24 08:08:23 -0800,Lake Arrowhead,
11305,568223612802637824,negative,0.6859,Late Flight,0.6859,US Airways,,TravisAJB,,0,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.,,2015-02-18 17:40:41 -0800,,Quito
4553,570032949992800256,negative,1.0,Lost Luggage,1.0,Southwest,,HDsportsguy,,0,"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",,2015-02-23 17:30:20 -0800,,
3151,568632754939805696,neutral,0.6591,,0.0,United,,MitchBlatt,,0,@United What's your phone number? Customer service question.,,2015-02-19 20:46:28 -0800,"Nanjing, China",Beijing
14269,569643614113918976,negative,1.0,Cancelled Flight,1.0,American,,MattWalter13,,0,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,,2015-02-22 15:43:15 -0800,,
6254,568093497431101440,neutral,0.6845,,0.0,Southwest,,thaterikperson,,0,"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?","[0.0, 0.0]",2015-02-18 09:03:39 -0800,"Austin, TX",Central Time (US & Canada)
5827,568570219951554560,negative,1.0,Lost Luggage,0.6606,Southwest,,lillcheeks,,0,@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,,2015-02-19 16:37:58 -0800,,
8814,567826599270416385,neutral,1.0,,,Delta,,brandongutman,,0,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?,,2015-02-17 15:23:05 -0800,"New York, NY",Eastern Time (US & Canada)
10752,568909200832618496,negative,1.0,Late Flight,0.6643,US Airways,,CAEinNYC,,0,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.,,2015-02-20 15:04:57 -0800,New York,
8165,568643357108531200,negative,1.0,Flight Booking Problems,0.3678,Delta,,Brian_Genest,,0,@JetBlue why are you making me stay in JFK until 2 am or Late Flightr? Just let me rebook without making me pay more,,2015-02-19 21:28:35 -0800,Maine,Eastern Time (US & Canada)
7331,569667688743763968,negative,1.0,Lost Luggage,1.0,Delta,,TomNaro,,0,@JetBlue  I did.  They have no idea where it is.,,2015-02-22 17:18:55 -0800,,
6847,570195373018505216,negative,1.0,Can't Tell,0.6689,Delta,,PilotFresh,,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,,2015-02-24 04:15:45 -0800,Dubai ,Central America
2916,568832394196684800,positive,1.0,,,United,,Westonworld,,0,@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,,2015-02-20 09:59:45 -0800,,
3872,568062811856703489,negative,0.701,Late Flight,0.701,United,,rabbijfranklin,,0,"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695",,2015-02-18 07:01:43 -0800,Needham,Atlantic Time (Canada)
9254,570021301223604224,neutral,1.0,,,US Airways,,MenloZZPest,,0,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,,2015-02-23 16:44:03 -0800,,
2494,569167347996495872,negative,1.0,Flight Booking Problems,1.0,United,,tannad2001,,0,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.,,2015-02-21 08:10:45 -0800,Chicago,Central Time (US & Canada)
10621,569117839308800001,negative,1.0,Customer Service Issue,0.6549,US Airways,,imprfctfitlife,,0,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN,,2015-02-21 04:54:01 -0800,"Brooklyn, NY",
6418,567870895383015424,positive,1.0,,,Southwest,,BmoreSmurf,,0,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",,2015-02-17 18:19:06 -0800,Most likely Costco,Eastern Time (US & Canada)
7272,569704005250777090,negative,1.0,Bad Flight,0.6915,Delta,,AdamJBerry,,0,@JetBlue @amybruni @DIRECTTV No Oscars on Direct TV on this flight. We were so looking forward to it. We were devastated. :-/,,2015-02-22 19:43:14 -0800,Provincetown Ma,Eastern Time (US & Canada)
2713,568946758404808704,positive,1.0,,,United,,nfriesen1,,0,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,,2015-02-20 17:34:12 -0800,"Winnipeg, MB Canada",Central Time (US & Canada)
13059,569949946146742272,positive,1.0,,,American,,sichbella,,0,@AmericanAir i got a new reservation for tomorrow. Thanks!,,2015-02-23 12:00:30 -0800,KC,Pacific Time (US & Canada)
9756,569680829481406464,negative,1.0,Customer Service Issue,1.0,US Airways,,Shak_Diezel,,0,@USAirways Can someone please answer my call. I have been waaaaaaiting!!!,,2015-02-22 18:11:08 -0800,,Eastern Time (US & Canada)
